Nom,Insee,cp,arr,Canton,epci,pop,lat,long,alti,surf
Rostrenen,22266,22110,2,Rostrenen,CC du Kreiz-Breizh (CCKB),3282,48.23611,-3.31556,237,32.29
Rouillac,22267,22250,4,Broons,CA Lamballe Terre et Mer,402,48.30944,-2.36472,150,16.11
Ruca,22268,22550,1,Pléneuf-Val-André,CA Dinan Agglomération,596,48.56889,-2.33917,50,12.33
Runan,22269,22260,2,Bégard,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,253,48.69361,-3.21389,90,5.26
Saint-Adrien,22271,22390,2,Callac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,367,48.48861,-3.13417,190,10.07
Saint-Agathon,22272,22200,2,Guingamp,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2202,48.55889,-3.10444,110,14.68
Saint-Alban,22273,22400,4,Pléneuf-Val-André,CA Lamballe Terre et Mer,2376,48.55722,-2.53167,90,30.55
Saint-André-des-Eaux,22274,22630,1,Lanvallay,CA Dinan Agglomération,395,48.37167,-2.00694,21,5.57
Saint-Barnabé,22275,22600,4,Loudéac,CC Loudéac Communauté - Bretagne Centre,1219,48.13722,-2.70194,140,23.23
Saint-Bihy,22276,22800,4,Plélo,CA Saint-Brieuc Armor Agglomération,261,48.37861,-2.96889,240,8.42
Saint-Brandan,22277,22800,4,Plélo,CA Saint-Brieuc Armor Agglomération,2285,48.38972,-2.86889,200,25.46
Saint-Brieuc [3],22278,22000,4,Saint-Brieuc,CA Saint-Brieuc Armor Agglomération,44607,48.51417,-2.77306,100,19.47
Saint-Caradec,22279,22600,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,1132,48.19278,-2.84778,102,22.05
Saint-Carné,22280,22100,1,Lanvallay,CA Dinan Agglomération,1140,48.41667,-2.06417,100,8.57
Saint-Carreuc,22281,22150,4,Plaintel,CA Saint-Brieuc Armor Agglomération,1554,48.39861,-2.73083,200,13.17
Saint-Cast-le-Guildo,22282,22380,1,Pléneuf-Val-André,CA Dinan Agglomération,3353,48.62278,-2.26028,11,22.9
Saint-Clet,22283,22260,2,Bégard,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,868,48.66389,-3.1325,89,14.86
Saint-Connan,22284,22480,2,Rostrenen,CC du Kreiz-Breizh (CCKB),297,48.41667,-3.06222,210,13.68
Saint-Connec,22285,22530,4,Guerlédan,CC Pontivy Communauté,258,48.17722,-2.92,140,11.28
Saint-Denoual,22286,22400,4,Pléneuf-Val-André,CA Lamballe Terre et Mer,490,48.52722,-2.39972,60,8.66
Saint-Donan,22287,22800,4,Ploufragan,CA Saint-Brieuc Armor Agglomération,1467,48.47055,-2.88472,180,22.9
Saint-Étienne-du-Gué-de-l'Isle,22288,22210,4,Loudéac,CC Loudéac Communauté - Bretagne Centre,372,48.10472,-2.64167,80,15.34
Saint-Fiacre,22289,22720,2,Plélo,CC Leff Armor Communauté,212,48.46167,-3.06222,170,9.83
Saint-Gildas,22291,22800,4,Plélo,CA Saint-Brieuc Armor Agglomération,242,48.4225,-3.0025,240,16.03
Saint-Gilles-les-Bois,22293,22290,2,Plouha,CC Leff Armor Communauté,389,48.65278,-3.10389,97,9.66
Saint-Gilles-Pligeaux,22294,22480,2,Rostrenen,CC du Kreiz-Breizh (CCKB),304,48.37944,-3.09528,260,19.89
Saint-Gilles-Vieux-Marché,22295,22530,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,315,48.24306,-2.97389,190,22.22
Saint-Glen,22296,22510,4,Plénée-Jugon,CA Lamballe Terre et Mer,667,48.36,-2.52333,150,11.17
Saint-Hélen,22299,22100,1,Lanvallay,CA Dinan Agglomération,1535,48.47222,-1.95556,73,17.24
Saint-Hervé,22300,22460,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,413,48.27667,-2.82417,180,10.01
Saint-Igeaux,22334,22570,2,Rostrenen,CC du Kreiz-Breizh (CCKB),124,48.2725,-3.10389,200,12.92
Saint-Jacut-de-la-Mer,22302,22750,1,Plancoët,CA Dinan Agglomération,909,48.6,-2.18889,31,2.99
Saint-Jean-Kerdaniel,22304,22170,2,Plélo,CC Leff Armor Communauté,691,48.56417,-3.02083,120,11.14
Saint-Jouan-de-l'Isle,22305,22350,1,Broons,CA Dinan Agglomération,456,48.26694,-2.15861,100,8.38
Saint-Judoce,22306,22630,1,Lanvallay,CA Dinan Agglomération,590,48.36333,-1.95306,31,10.47
Saint-Julien,22307,22940,4,Ploufragan,CA Saint-Brieuc Armor Agglomération,2072,48.45167,-2.81472,160,5.6
Saint-Juvat,22308,22630,1,Lanvallay,CA Dinan Agglomération,649,48.35417,-2.04194,45,18.06
Saint-Laurent,22310,22140,2,Bégard,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,533,48.62056,-3.2325,115,8.98
Saint-Lormel,22311,22130,1,Plancoët,CA Dinan Agglomération,883,48.54528,-2.22861,40,10.14
Saint-Maden,22312,22350,1,Broons,CA Dinan Agglomération,220,48.33028,-2.07556,40,6.78
Saint-Martin-des-Prés,22313,22320,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,321,48.30806,-2.95472,190,20.72
Saint-Maudan,22314,22600,4,Loudéac,CC Loudéac Communauté - Bretagne Centre,399,48.11333,-2.7725,98,6.82
Saint-Maudez,22315,22980,1,Plancoët,CA Dinan Agglomération,285,48.45333,-2.17972,100,5.3
Saint-Mayeux,22316,22320,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,460,48.25611,-3.00417,270,30.86
Saint-Méloir-des-Bois,22317,22980,1,Plancoët,CA Dinan Agglomération,272,48.45694,-2.24806,80,6.42
Saint-Michel-de-Plélan,22318,22980,1,Plancoët,CA Dinan Agglomération,320,48.46639,-2.21167,69,7.73
Saint-Michel-en-Grève,22319,22300,3,Plestin-les-Grèves,CA Lannion-Trégor Communauté,447,48.68417,-3.56444,20,4.66
Saint-Nicodème,22320,22160,2,Callac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,168,48.34333,-3.33833,270,17.25
Saint-Nicolas-du-Pélem,22321,22480,2,Rostrenen,CC du Kreiz-Breizh (CCKB),1536,48.31389,-3.15972,180,41.56
Saint-Péver,22322,22720,2,Plélo,CC Leff Armor Communauté,388,48.48139,-3.10194,160,13.22
Saint-Pôtan,22323,22550,1,Pléneuf-Val-André,CA Dinan Agglomération,833,48.55722,-2.29,55,20.08
Saint-Quay-Perros,22324,22700,3,Perros-Guirec,CA Lannion-Trégor Communauté,1289,48.78861,-3.44583,30,4.75
Saint-Quay-Portrieux,22325,22410,4,Plouha,CA Saint-Brieuc Armor Agglomération,3253,48.65278,-2.83361,30,3.95
Saint-Rieul,22326,22270,4,Lamballe-Armor,CA Lamballe Terre et Mer,548,48.44361,-2.415,90,6.48
Saint-Samson-sur-Rance,22327,22100,1,Pleslin-Trigavou,CA Dinan Agglomération,1630,48.49333,-2.02861,65,6.39
Saint-Servais,22328,22160,2,Callac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,427,48.38611,-3.3875,163,28.38
Saint-Thélo,22330,22460,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,377,48.22944,-2.85222,123,14.68
Saint-Trimoël,22332,22510,4,Plénée-Jugon,CA Lamballe Terre et Mer,521,48.38583,-2.5475,110,8.57
Saint-Vran,22333,22230,4,Broons,CC Loudéac Communauté - Bretagne Centre,755,48.23861,-2.44028,210,28.24
Sainte-Tréphine,22331,22480,2,Rostrenen,CC du Kreiz-Breizh (CCKB),187,48.26917,-3.15333,150,12.75
Senven-Léhart,22335,22720,2,Callac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,241,48.42444,-3.06917,200,12.65
Sévignac,22337,22250,4,Broons,CA Lamballe Terre et Mer,1116,48.33278,-2.3375,64,44.02
Squiffiec,22338,22200,2,Bégard,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,752,48.62833,-3.15278,100,10.86
Taden,22339,22100,1,Pleslin-Trigavou,CA Dinan Agglomération,2599,48.47556,-2.01694,46,20.31
Tonquédec,22340,22140,3,Bégard,CA Lannion-Trégor Communauté,1201,48.67,-3.39556,90,18.51
Tramain,22341,22640,4,Plénée-Jugon,CA Lamballe Terre et Mer,700,48.40139,-2.39972,100,9.41
Trébédan,22342,22980,1,Plancoët,CA Dinan Agglomération,439,48.39972,-2.17167,100,11.22
Trébeurden,22343,22560,3,Perros-Guirec,CA Lannion-Trégor Communauté,3821,48.76972,-3.56306,81,13.88
Trébrivan,22344,22340,2,Rostrenen,CC du Kreiz-Breizh (CCKB),763,48.30806,-3.47389,170,23.09
Trébry,22345,22510,4,Plénée-Jugon,CA Lamballe Terre et Mer,822,48.35611,-2.55194,150,25.53
Trédaniel,22346,22510,4,Plaintel,CA Lamballe Terre et Mer,896,48.35889,-2.61611,150,15.92
Trédarzec,22347,22220,3,Tréguier,CA Lannion-Trégor Communauté,1069,48.78667,-3.19917,59,11.95
Trédias,22348,22250,4,Broons,CA Lamballe Terre et Mer,504,48.35722,-2.23583,70,11.28
Trédrez-Locquémeau,22349,22300,3,Plestin-les-Grèves,CA Lannion-Trégor Communauté,1468,48.69944,-3.56528,90,10.75
Tréduder,22350,22310,3,Plestin-les-Grèves,CA Lannion-Trégor Communauté,201,48.65055,-3.56278,90,4.82
Treffrin,22351,22340,2,Rostrenen,CC Poher Communauté,524,48.3,-3.51667,140,7.51
Tréfumel,22352,22630,1,Lanvallay,CA Dinan Agglomération,279,48.33889,-2.02444,24,5.98
Trégastel,22353,22730,3,Perros-Guirec,CA Lannion-Trégor Communauté,2532,48.80944,-3.49778,50,7.18
Tréglamus,22354,22540,2,Callac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,1100,48.55722,-3.27556,210,19.31
Trégomeur,22356,22590,2,Plélo,CC Leff Armor Communauté,947,48.5675,-2.88083,90,10.77
Trégonneau,22358,22200,2,Bégard,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,523,48.61278,-3.16333,110,6.27
Trégrom,22359,22420,3,Plestin-les-Grèves,CA Lannion-Trégor Communauté,447,48.60028,-3.40528,110,16.83
Trégueux,22360,22950,4,Trégueux,CA Saint-Brieuc Armor Agglomération,8462,48.48944,-2.73556,112,14.94
Tréguidel,22361,22290,2,Plouha,CC Leff Armor Communauté,630,48.6025,-2.94056,103,6.63
Tréguier,22362,22220,3,Tréguier,CA Lannion-Trégor Communauté,2349,48.78472,-3.23,45,1.68
Trélévern,22363,22660,3,Perros-Guirec,CA Lannion-Trégor Communauté,1240,48.80889,-3.37194,76,7.08
Trélivan,22364,22100,1,Dinan,CA Dinan Agglomération,2875,48.43195,-2.12,97,11.33
Trémargat,22365,22110,2,Rostrenen,CC du Kreiz-Breizh (CCKB),182,48.33139,-3.26583,260,13.95
Trémel,22366,22310,3,Plestin-les-Grèves,CA Lannion-Trégor Communauté,406,48.6025,-3.61028,120,11.88
Tréméreuc,22368,22490,1,Pleslin-Trigavou,CC Côte d'Emeraude,728,48.55806,-2.06222,68,4.12
Trémeur,22369,22250,4,Broons,CA Lamballe Terre et Mer,806,48.34694,-2.26167,60,14.9
Tréméven,22370,22290,2,Plouha,CC Leff Armor Communauté,355,48.67361,-3.02778,60,5.24
Trémorel,22371,22230,4,Broons,CC Loudéac Communauté - Bretagne Centre,1154,48.2,-2.28694,120,33.97
Trémuson,22372,22440,4,Plérin,CA Saint-Brieuc Armor Agglomération,2238,48.52167,-2.84778,140,6.31
Tréogan,22373,22340,2,Rostrenen,CC Poher Communauté,107,48.18833,-3.52028,214,7.15
Tressignaux,22375,22290,2,Plouha,CC Leff Armor Communauté,682,48.61778,-2.98444,75,7.41
Trévé,22376,22600,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,1680,48.21278,-2.79333,159,26.71
Tréveneuc,22377,22410,4,Plouha,CA Saint-Brieuc Armor Agglomération,813,48.66472,-2.86917,50,6.69
Trévérec,22378,22290,2,Plouha,CC Leff Armor Communauté,224,48.65583,-3.05667,90,4.36
Trévou-Tréguignec,22379,22660,3,Perros-Guirec,CA Lannion-Trégor Communauté,1581,48.81222,-3.35583,50,6.69
Trévron,22380,22100,1,Lanvallay,CA Dinan Agglomération,681,48.39167,-2.06167,60,9.87
Trézény,22381,22450,3,Tréguier,CA Lannion-Trégor Communauté,355,48.75611,-3.36667,100,3.28
Troguéry,22383,22450,3,Tréguier,CA Lannion-Trégor Communauté,219,48.75444,-3.22556,40,3.65
Uzel,22384,22460,4,Guerlédan,CC Loudéac Communauté - Bretagne Centre,1134,48.27945,-2.84083,210,6.97
Val-d'Arguenon,22237,22130,1,Plancoët,CA Dinan Agglomération,2814,48.53111,-2.26778,69,28.91
la Vicomté-sur-Rance,22385,22690,1,Pleslin-Trigavou,CA Dinan Agglomération,1142,48.48806,-1.98028,40,4.66
le Vieux-Bourg,22386,22800,4,Plélo,CA Saint-Brieuc Armor Agglomération,760,48.3875,-2.99806,260,25.71
le Vieux-Marché,22387,22420,3,Plestin-les-Grèves,CA Lannion-Trégor Communauté,1276,48.60639,-3.44667,120,22.37
Vildé-Guingalan,22388,22980,1,Dinan,CA Dinan Agglomération,1294,48.43889,-2.15556,93,7.57
Yffiniac,22389,22120,4,Trégueux,CA Saint-Brieuc Armor Agglomération,4980,48.48528,-2.67528,10,17.42
Yvias,22390,22930,2,Paimpol,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,770,48.71472,-3.05028,72,11.74
Yvignac-la-Tour,22391,22350,1,Broons,CA Dinan Agglomération,1106,48.34833,-2.17472,90,36.45
Argol,29001,29560,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,1043,48.24556,-4.31528,70,31.65
Arzano,29002,29300,4,Quimperlé,CA Quimperlé Communauté,1440,47.90083,-3.44139,92,33.91
Audierne,29003,29770,4,Douarnenez,CC Cap Sizun - Pointe du Raz,3708,48.02194,-4.54111,34,3.02
Bannalec,29004,29380,4,Moëlan-sur-Mer,CA Quimperlé Communauté,5707,47.93028,-3.69778,100,78.24
Baye,29005,29300,4,Quimperlé,CA Quimperlé Communauté,1363,47.8575,-3.60361,65,7.29
Bénodet,29006,29950,4,Fouesnant,CC du Pays Fouesnantais,3878,47.87611,-4.11194,12,10.32
Berrien,29007,29690,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,920,48.40222,-3.75056,261,56.05
Beuzec-Cap-Sizun,29008,29790,4,Douarnenez,CC Cap Sizun - Pointe du Raz,1018,48.07556,-4.51,80,35.1
Bodilis,29010,29400,3,Landivisiau,CC du Pays de Landivisiau,1700,48.53083,-4.11333,117,20.07
Bohars,29011,29820,1,Brest-4,Brest Métropole,3671,48.42917,-4.51222,60,7.36
Bolazec,29012,29640,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,172,48.445,-3.58417,240,17.63
Botmeur,29013,29690,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,227,48.38333,-3.91472,261,14.37
Botsorhel,29014,29650,3,Plouigneau,CA Morlaix Communauté,428,48.52583,-3.64083,200,25.63
Bourg-Blanc,29015,29860,1,Plabennec,CC du Pays des Abers,3544,48.5,-4.50278,70,28.82
Brasparts,29016,29190,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,1055,48.30111,-3.95472,130,47.22
Brélès,29017,29810,1,Saint-Renan,CC du Pays d'Iroise,867,48.47778,-4.71222,50,13.92
Brennilis,29018,29690,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,447,48.35861,-3.85139,253,20.38
Brest,29019,29200,1,Brest,Brest Métropole,140993,48.38778,-4.49028,50,49.12
Briec,29020,29510,4,Briec,CA Quimper Bretagne Occidentale,5815,48.10194,-4.00083,140,67.59
Camaret-sur-Mer,29022,29570,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,2448,48.27444,-4.59639,20,13.22
Carantec,29023,29660,3,Morlaix,CA Morlaix Communauté,3261,48.67028,-3.91472,40,9.29
Carhaix-Plouguer,29024,29270,2,Carhaix-Plouguer,CC Poher Communauté,7326,48.27639,-3.57167,130,25.9
Cast,29025,29150,2,Crozon,CC Pleyben-Châteaulin-Porzay,1557,48.1575,-4.1375,103,37.42
Châteaulin,29026,29150,2,Crozon,CC Pleyben-Châteaulin-Porzay,5106,48.19528,-4.09139,40,20.14
Châteauneuf-du-Faou,29027,29520,2,Briec,CC de Haute Cornouaille,3646,48.18945,-3.81389,100,42.12
Cléden-Cap-Sizun,29028,29770,4,Douarnenez,CC Cap Sizun - Pointe du Raz,912,48.04722,-4.64694,50,19.37
Cléden-Poher,29029,29270,2,Carhaix-Plouguer,CC Poher Communauté,1135,48.23444,-3.66778,150,30.24
Cléder,29030,29233,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,3582,48.6625,-4.1,40,37.71
Clohars-Carnoët,29031,29360,4,Quimperlé,CA Quimperlé Communauté,4701,47.79694,-3.58083,50,35.17
Clohars-Fouesnant,29032,29950,4,Fouesnant,CC du Pays Fouesnantais,2152,47.89667,-4.06472,50,12.92
le Cloître-Pleyben,29033,29190,2,Briec,CC Pleyben-Châteaulin-Porzay,508,48.25778,-3.88972,150,20.45
le Cloître-Saint-Thégonnec,29034,29410,3,Plouigneau,CA Morlaix Communauté,644,48.48056,-3.79278,213,28.64
Coat-Méal,29035,29870,1,Plabennec,CC du Pays des Abers,1135,48.50889,-4.54111,60,10.69
Collorec,29036,29530,2,Carhaix-Plouguer,CC de Haute Cornouaille,592,48.28556,-3.77361,137,28.16
Combrit,29037,29120,4,Plonéour-Lanvern,CC du Pays Bigouden Sud,4271,47.88667,-4.15583,35,24.04
Commana,29038,29450,3,Landivisiau,CC du Pays de Landivisiau,994,48.41361,-3.95667,250,40.28
Concarneau,29039,29900,4,Concarneau,CA Concarneau Cornouaille Agglomération,20632,47.87444,-3.92028,3,41.07
Confort-Meilars,29145,29790,4,Douarnenez,CC Cap Sizun - Pointe du Raz,860,48.04333,-4.42694,50,14.8
le Conquet,29040,29217,1,Saint-Renan,CC du Pays d'Iroise,2814,48.36,-4.77306,29,8.86
Coray,29041,29370,2,Briec,CC de Haute Cornouaille,1869,48.06083,-3.83056,220,31.6
Crozon,29042,29160,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,7410,48.2475,-4.48861,70,80.66
Daoulas,29043,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,1835,48.36167,-4.25889,10,5.69
Dinéault,29044,29150,2,Crozon,CC Pleyben-Châteaulin-Porzay,1858,48.21972,-4.16556,100,45.27
Dirinon,29045,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,2195,48.39694,-4.26778,130,32.93
Douarnenez,29046,29100,4,Douarnenez,CC Douarnenez Communauté,14188,48.09611,-4.33056,48,25.58
le Drennec,29047,29860,1,Lesneven,CC du Pays des Abers,1911,48.5325,-4.36972,60,9.63
Edern,29048,29510,4,Briec,CA Quimper Bretagne Occidentale,2199,48.10194,-3.97833,138,40.22
Elliant,29049,29370,4,Concarneau,CA Concarneau Cornouaille Agglomération,3379,47.99583,-3.88917,120,70.53
Ergué-Gabéric,29051,29500,4,Fouesnant,CA Quimper Bretagne Occidentale,8576,47.99667,-4.02556,60,39.7
le Faou,29053,29590,2,Pont-de-Buis-lès-Quimerch,CC Presqu'île de Crozon-Aulne maritime,1882,48.29472,-4.17861,15,11.94
la Feuillée,29054,29690,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,684,48.39167,-3.85167,270,31.59
le Folgoët,29055,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,3290,48.55972,-4.33694,70,9.8
la Forest-Landerneau,29056,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,1999,48.42778,-4.31167,60,9.28
la Forêt-Fouesnant,29057,29940,4,Fouesnant,CC du Pays Fouesnantais,3485,47.9075,-3.97972,20,18.74
Fouesnant,29058,29170,4,Fouesnant,CC du Pays Fouesnantais,10204,47.89333,-4.01,60,32.46
Garlan,29059,29610,3,Plouigneau,CA Morlaix Communauté,1063,48.60167,-3.75639,80,13.37
Gouesnach,29060,29950,4,Fouesnant,CC du Pays Fouesnantais,2765,47.91195,-4.11417,40,17.16
Gouesnou,29061,29850,1,Brest-4,Brest Métropole,6412,48.4525,-4.46333,80,12.22
Gouézec,29062,29190,2,Briec,CC Pleyben-Châteaulin-Porzay,1115,48.17028,-3.97306,100,31.01
Goulien,29063,29770,4,Douarnenez,CC Cap Sizun - Pointe du Raz,440,48.05583,-4.59167,77,12.96
Goulven,29064,29890,1,Lesneven,CC Communauté Lesneven Côte des Légendes,439,48.62806,-4.29833,20,6.57
Gourlizon,29065,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,950,48.01972,-4.26444,125,9.89
Guengat,29066,29180,4,Quimper-1,CA Quimper Bretagne Occidentale,1836,48.04139,-4.20333,133,22.94
Guerlesquin,29067,29650,3,Plouigneau,CA Morlaix Communauté,1259,48.5175,-3.58667,200,22.08
Guiclan,29068,29410,3,Landivisiau,CC du Pays de Landivisiau,2564,48.55167,-3.96167,100,42.98
Guiler-sur-Goyen,29070,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,521,48.01611,-4.35778,89,11.38
Guilers,29069,29820,1,Brest-4,Brest Métropole,8221,48.42611,-4.55667,95,18.9
Guilligomarc'h,29071,29300,4,Quimperlé,CA Quimperlé Communauté,804,47.93667,-3.41361,102,23.04
Guilvinec,29072,29730,4,Pont-l'Abbé,CC du Pays Bigouden Sud,2677,47.79694,-4.285,14,2.4
Guimaëc,29073,29620,3,Plouigneau,CA Morlaix Communauté,966,48.66778,-3.70778,90,19.02
Guimiliau,29074,29400,3,Landivisiau,CC du Pays de Landivisiau,1000,48.48861,-3.99917,126,11.25
Guipavas,29075,29490,1,Guipavas,Brest Métropole,15401,48.43611,-4.39806,99,43.92
Guissény,29077,29880,1,Lesneven,CC Communauté Lesneven Côte des Légendes,1974,48.63417,-4.40778,22,25.32
Hanvec,29078,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,2035,48.32667,-4.15778,100,59.82
Henvic,29079,29670,3,Morlaix,CA Morlaix Communauté,1195,48.63333,-3.92778,60,9.96
Hôpital-Camfrout,29080,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,2220,48.32833,-4.23861,10,13.23
Huelgoat,29081,29690,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,1420,48.36194,-3.74528,200,14.83
Île-de-Batz,29082,29253,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,457,48.74278,-4.00417,20,3.41
Île-de-Sein,29083,29990,4,Douarnenez,,280,48.03556,-4.85111,5,0.6
Île-Molène,29084,29259,1,Saint-Renan,CC du Pays d'Iroise,166,48.39556,-4.95639,20,0.0
Île-Tudy,29085,29980,4,Plonéour-Lanvern,CC du Pays Bigouden Sud,745,47.84278,-4.16528,3,1.36
Irvillac,29086,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,1427,48.37,-4.21,95,29.69
le Juch,29087,29100,4,Douarnenez,CC Douarnenez Communauté,753,48.06583,-4.25528,35,14.27
Kergloff,29089,29270,2,Carhaix-Plouguer,CC Poher Communauté,878,48.27555,-3.62056,103,24.98
Kerlaz,29090,29100,4,Douarnenez,CC Douarnenez Communauté,798,48.09111,-4.27111,80,11.75
Kerlouan,29091,29890,1,Lesneven,CC Communauté Lesneven Côte des Légendes,2028,48.645,-4.36361,20,17.99
Kernilis,29093,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,1418,48.5725,-4.41833,65,10.16
Kernouës,29094,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,660,48.59,-4.34694,60,7.74
Kersaint-Plabennec,29095,29860,1,Plabennec,CC du Pays des Abers,1537,48.4725,-4.37194,90,11.94
Lampaul-Guimiliau,29097,29400,3,Landivisiau,CC du Pays de Landivisiau,2004,48.4925,-4.03861,100,17.63
Lampaul-Plouarzel,29098,29810,1,Saint-Renan,CC du Pays d'Iroise,2176,48.44778,-4.75806,60,4.05
Lampaul-Ploudalmézeau,29099,29830,1,Plabennec,CC du Pays d'Iroise,815,48.56028,-4.65306,20,6.24
Lanarvily,29100,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,406,48.55111,-4.38833,55,5.81
Landéda,29101,29870,1,Plabennec,CC du Pays des Abers,3695,48.58722,-4.57028,58,11.08
Landeleau,29102,29530,2,Carhaix-Plouguer,CC de Haute Cornouaille,982,48.22667,-3.73,105,30.29
Landerneau,29103,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,16327,48.45194,-4.25194,15,13.6
Landévennec,29104,29560,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,335,48.29083,-4.26639,19,13.89
Landivisiau,29105,29400,3,Landivisiau,CC du Pays de Landivisiau,9197,48.51028,-4.06806,90,19.19
Landrévarzec,29106,29510,4,Briec,CA Quimper Bretagne Occidentale,1874,48.09139,-4.05528,100,20.55
Landudal,29107,29510,4,Briec,CA Quimper Bretagne Occidentale,910,48.06111,-3.97861,115,16.95
Landudec,29108,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,1477,48.00083,-4.33417,121,20.82
Landunvez,29109,29840,1,Plabennec,CC du Pays d'Iroise,1548,48.5325,-4.72583,33,14.89
Langolen,29110,29510,4,Briec,CA Quimper Bretagne Occidentale,839,48.06611,-3.91139,140,17.09
Lanhouarneau,29111,29430,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,1294,48.57917,-4.20917,94,18.04
Lanildut,29112,29840,1,Saint-Renan,CC du Pays d'Iroise,987,48.475,-4.75139,20,5.88
Lanmeur,29113,29620,3,Plouigneau,CA Morlaix Communauté,2367,48.64778,-3.71583,110,26.58
Lannéanou,29114,29640,3,Plouigneau,CA Morlaix Communauté,341,48.48861,-3.67,250,16.35
Lannédern,29115,29190,2,Briec,CC Pleyben-Châteaulin-Porzay,321,48.30167,-3.89694,160,12.32
Lanneuffret,29116,29400,1,Landerneau,CA du Pays de Landerneau-Daoulas,150,48.4975,-4.20028,80,2.24
Lannilis,29117,29870,1,Plabennec,CC du Pays des Abers,5712,48.57056,-4.52028,45,24.84
Lanrivoaré,29119,29290,1,Saint-Renan,CC du Pays d'Iroise,1539,48.47333,-4.63806,100,15.46
Lanvéoc,29120,29160,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,1951,48.28667,-4.46,60,19.22
Laz,29122,29520,2,Briec,CC de Haute Cornouaille,684,48.13778,-3.83417,230,34.09
Lennon,29123,29190,2,Briec,CC Pleyben-Châteaulin-Porzay,801,48.19167,-3.89778,100,22.95
Lesneven,29124,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,7471,48.57111,-4.32083,60,10.2
Leuhan,29125,29390,2,Briec,CC de Haute Cornouaille,836,48.09917,-3.78556,174,32.71
Loc-Brévalaire,29126,29260,1,Lesneven,CC du Pays des Abers,210,48.55278,-4.40389,60,1.69
Loc-Eguiner,29128,29400,3,Landivisiau,CC du Pays de Landivisiau,378,48.47278,-4.09417,130,12.13
Locmaria-Plouzané,29130,29280,1,Saint-Renan,CC du Pays d'Iroise,5160,48.37389,-4.64333,50,23.16
Locmélar,29131,29400,3,Landivisiau,CC du Pays de Landivisiau,476,48.45306,-4.06278,110,16.01
Locquénolé,29132,29670,3,Morlaix,CA Morlaix Communauté,792,48.62556,-3.86167,20,0.93
Locquirec,29133,29241,3,Plouigneau,CA Morlaix Communauté,1543,48.69194,-3.64611,10,6.31
Locronan,29134,29180,4,Quimper-1,CA Quimper Bretagne Occidentale,806,48.09833,-4.20667,152,7.98
